Name,ICD-11,MeSH,KEGG,link,MyID,ICD-11_Category
Ehlers-Danlos syndrome vascular type;Ehlers-Danlos syndrome type IV, LD28.1Y, D004535,H02242,https://www.genome.jp/entry/ds_ja:H02242,1356,L
Ehlers-Danlos syndrome arthrochalasia type, LD28.1Y, C562625,H02243,https://www.genome.jp/entry/ds_ja:H02243,1358,L
Ehlers-Danlos syndrome dermatosparaxis type;Ehlers-Danlos syndrome type VIIC, LD28.1Y, C567527,H02244,https://www.genome.jp/entry/ds_ja:H02244,1359,L
Ehlers-Danlos syndrome kyphoscoliosis type, LD28.1Y, C536198,H02245,https://www.genome.jp/entry/ds_ja:H02245,1360,L
"Ehlers-Danlos syndrome, spondylodysplastic type", LD28.1Y, C536201,H02239,https://www.genome.jp/entry/ds_ja:H02239,1361,L
Ehlers-Danlos syndrome musculocontractural type, LD28.1Y, C000600608,H02246,https://www.genome.jp/entry/ds_ja:H02246,1362,L
Ehlers-Danlos syndrome periodontal type, LD28.1Y, C562626,H02240,https://www.genome.jp/entry/ds_ja:H02240,1363,L
Brittle cornea syndrome, LD28.1Y, C536192,H01902,https://www.genome.jp/entry/ds_ja:H01902,1364,L
Laryngo onycho cutaneous syndrome, EC3Z, C537032,H00813,https://www.genome.jp/entry/ds_ja:H00813,1365,E
Familial benign chronic pemphigus;Hailey-Hailey disease, EC20.2, D016506,H00844,https://www.genome.jp/entry/ds_ja:H00844,1366,E
Skin fragility-woolly hair syndrome, EC21.1, C564359,H00893,https://www.genome.jp/entry/ds_ja:H00893,1367,E
Focal dermal hypoplasia;Goltz-Gorlin syndrome, LD27.0Y, D005489,H00949,https://www.genome.jp/entry/ds_ja:H00949,1368,L
Choanal atresia and lymphedema, LA70.2 BD93.0, D002754 D008209,H01017,https://www.genome.jp/entry/ds_ja:H01017,1369,L B
Xeroderma pigmentosum, LD27.1, D014983,H01428,https://www.genome.jp/entry/ds_ja:H01428,1370,L
Porokeratosis, ED52, D017499,H01933,https://www.genome.jp/entry/ds_ja:H01933,1353,E
Woolly hair, EC21.0, C564735,H00667,https://www.genome.jp/entry/ds_ja:H00667,1371,E
Monilethrix, EC21.0, D056734,H00670,https://www.genome.jp/entry/ds_ja:H00670,1372,E
Anonychia congenita, EC22.0, C536377,H00683,https://www.genome.jp/entry/ds_ja:H00683,1373,E
Pachyonychia congenita, LD27.Y, D053549,H00684,https://www.genome.jp/entry/ds_ja:H00684,1374,L
Marie-Unna hereditary hypotrichosis, EC21.2, C567718,H00858,https://www.genome.jp/entry/ds_ja:H00858,1375,E
Aplasia cutis congenita, LC60, D004476,H01896,https://www.genome.jp/entry/ds_ja:H01896,1335,L
Focal facial dermal dysplasia, LD27.0Y, C537068,H02083,https://www.genome.jp/entry/ds_ja:H02083,1376,L
Proteus syndrome, LD2C, D016715,H02119,https://www.genome.jp/entry/ds_ja:H02119,1377,L
Lymphedema-distichiasis syndrome, BD93.0, C537710,H02167,https://www.genome.jp/entry/ds_ja:H02167,1378,B
Hypotrichosis-lymphedema-telangiectasia syndrome, BD93.0, C564327,H02168,https://www.genome.jp/entry/ds_ja:H02168,1379,B
Basan syndrome;Ectodermal dysplasia absent dermatoglyphics, LD27.0Y, C537659,H02296,https://www.genome.jp/entry/ds_ja:H02296,1380,L
Gingival fibromatosis with hypertrichosis, LD27.0Y, C565016,H02417,https://www.genome.jp/entry/ds_ja:H02417,1381,L
Blepharocheilodontic syndrome, LD27.0Y, C536188,H02474,https://www.genome.jp/entry/ds_ja:H02474,1382,L
Alstrom syndrome, LD2Y, D056769,H00417,https://www.genome.jp/entry/ds_ja:H00417,1383,L
Holt-Oram syndrome, LD2F.1Y, C535326,H00433,https://www.genome.jp/entry/ds_ja:H00433,1384,L
Campomelic dysplasia, LD2A.Y, D055036,H00442,https://www.genome.jp/entry/ds_ja:H00442,1385,L
Osteoglophonic dysplasia;Osteoglophonic dwarfism, LD24.2Y, C536050,H00443,https://www.genome.jp/entry/ds_ja:H00443,1386,L
Craniofacial-deafness-hand syndrome, LD2H.Y, C536453,H00446,https://www.genome.jp/entry/ds_ja:H00446,1387,L
Oculodentodigital dysplasia, LD27.0Y, C563160,H00449,https://www.genome.jp/entry/ds_ja:H00449,1388,L
Osteoporosis-pseudoglioma syndrome, LD24.KY, C536063,H00451,https://www.genome.jp/entry/ds_ja:H00451,1389,L
Branchio-oto-renal syndrome;BOR syndrome, LD2F.1Y, D019280,H00453,https://www.genome.jp/entry/ds_ja:H00453,1133,L
Oral-facial-digital syndrome, LD25.00, D009958,H00454,https://www.genome.jp/entry/ds_ja:H00454,1390,L
Andersen-Tawil syndrome, 8C74.1Y BC65.0, D050030,H00748,https://www.genome.jp/entry/ds_ja:H00748,1391,8 B
Craniosynostoses, LB70.0, D003398,H02160,https://www.genome.jp/entry/ds_ja:H02160,1257,L
Syndromic craniosynostoses, LD24.G, D000168 D003398 D054882,H00458,https://www.genome.jp/entry/ds_ja:H00458,1392,L
Antley-Bixler syndrome, LD24.GY, D054882,H01753,https://www.genome.jp/entry/ds_ja:H01753,552,L
Crouzon syndrome, LD24.G1, D003394,H01754,https://www.genome.jp/entry/ds_ja:H01754,1393,L
Apert syndrome, LD24.G2, D000168,H01755,https://www.genome.jp/entry/ds_ja:H01755,1394,L
Pfeiffer syndrome, LD24.G0, D000168,H01756,https://www.genome.jp/entry/ds_ja:H01756,1394,L
Jackson-Weiss syndrome, LD24.GY, C537559,H01988,https://www.genome.jp/entry/ds_ja:H01988,1395,L
Beare-Stevenson syndrome;Beare-Stevenson cutis gyrata syndrome, LD24.GY, C565129,H01989,https://www.genome.jp/entry/ds_ja:H01989,1396,L
Muenke syndrome;Muenke craniosynostosis, LD24.GY, C537369,H01990,https://www.genome.jp/entry/ds_ja:H01990,1397,L
Saethre-Chotzen syndrome, LD24.GY, D000168,H01991,https://www.genome.jp/entry/ds_ja:H01991,1394,L
Craniofrontonasal syndrome;Craniofrontonasal dysplasia, LD24.GY, C536456,H01992,https://www.genome.jp/entry/ds_ja:H01992,1398,L
Baller-Gerold syndrome, LD24.GY, C536788,H01993,https://www.genome.jp/entry/ds_ja:H01993,1399,L
Nail-patella syndrome, LD24.J0, D009261,H00464,https://www.genome.jp/entry/ds_ja:H00464,1400,L
Robinow syndrome, LD24.A, C562492 C535863,H00485,https://www.genome.jp/entry/ds_ja:H00485,1401,L
SHOX-related short stature, LD24.A, C564479 C537267 C537119,H00492,https://www.genome.jp/entry/ds_ja:H00492,1402,L
Congenital hemidysplasia with ichthyosiform nevus and limb defects (CHILD), LD24.04, C562515,H00496,https://www.genome.jp/entry/ds_ja:H00496,1403,L
Keutel syndrome, LD2F.1Y, C536167,H00500,https://www.genome.jp/entry/ds_ja:H00500,1404,L
Pallister-Hall syndrome, LD2F.1Y, D054975,H00502,https://www.genome.jp/entry/ds_ja:H00502,1405,L
Rubinstein-Taybi syndrome, LD2F.1Y, D012415,H00504,https://www.genome.jp/entry/ds_ja:H00504,1406,L
3M syndrome, LD24.D, C535314,H00509,https://www.genome.jp/entry/ds_ja:H00509,1407,L
Feingold syndrome, LD2F.1Y, C537734,H00510,https://www.genome.jp/entry/ds_ja:H00510,1408,L
Johanson-Blizzard syndrome, LD27.0Y, C535880,H00571,https://www.genome.jp/entry/ds_ja:H00571,1409,L
Coffin-Lowry syndrome, LD2F.1Y, D038921,H00574,https://www.genome.jp/entry/ds_ja:H00574,1410,L
Alport syndrome, LD2H.Y, D009394,H00581,https://www.genome.jp/entry/ds_ja:H00581,1411,L
Snyder-Robinson syndrome, LD90.Y, C536678,H00597,https://www.genome.jp/entry/ds_ja:H00597,1412,L
Desmosterolosis, 5C52.10, C566555,H00617,https://www.genome.jp/entry/ds_ja:H00617,1413,5
Cornelia de Lange syndrome, LD2F.1Y, D003635,H00631,https://www.genome.jp/entry/ds_ja:H00631,1414,L
Duane-radial ray syndrome;Okihiro syndrome, LD2F.1Y, D004370,H00634,https://www.genome.jp/entry/ds_ja:H00634,286,L
"Ectodermal dysplasia, ectrodactyly, and macular dystrophy;EEM syndrome", LD27.0Y, C536190,H00639,https://www.genome.jp/entry/ds_ja:H00639,1415,L
Limb-mammary syndrome, LD27.0Y, C535903,H00640,https://www.genome.jp/entry/ds_ja:H00640,1416,L
ADULT syndrome, LD27.0Y, C538052,H00641,https://www.genome.jp/entry/ds_ja:H00641,1417,L
Mandibuloacral dysplasia, LD27.60, C535705 C535706,H00665,https://www.genome.jp/entry/ds_ja:H00665,1418,L
Weill-Marchesani syndrome, LD21.Y, D056846,H00673,https://www.genome.jp/entry/ds_ja:H00673,1419,L
Acrocapitofemoral dysplasia, LD24.8Y, C564334,H00675,https://www.genome.jp/entry/ds_ja:H00675,1420,L
"Woodhouse-Sakati syndrome;Hypogonadism, alopecia, diabetes mellitus, mental retardation, and extrapyramidal syndrome", 5A61.Y, C536742,H00682,https://www.genome.jp/entry/ds_ja:H00682,1421,5
Pitt-Hopkins syndrome, LD2F.1Y, C537403,H00756,https://www.genome.jp/entry/ds_ja:H00756,1422,L
Dyggve-Melchior-Clausen disease, LD24.3, C535726,H00757,https://www.genome.jp/entry/ds_ja:H00757,1423,L
Congenital hypotrichosis with juvenile macular dystrophy, LD27.Y, C537698,H00785,https://www.genome.jp/entry/ds_ja:H00785,1424,L
Kleefstra syndrome;9q Subtelomeric deletion syndrome, LD2F.1Y, C563043,H00907,https://www.genome.jp/entry/ds_ja:H00907,1425,L
Mowat-Wilson syndrome, LD2F.1Y, C536990,H00908,https://www.genome.jp/entry/ds_ja:H00908,1426,L
"Revesz syndrome;Dyskeratosis congenita, autosomal dominant 5;Exudative retinopathy with bone marrow failure", 3A70.0, C538371,H00921,https://www.genome.jp/entry/ds_ja:H00921,1427,3
Goldberg-Shprintzen megacolon syndrome;Goldberg-Shprintzen syndrome (GOSHS), LD2F.1Y, C537279,H00936,https://www.genome.jp/entry/ds_ja:H00936,1428,L
Cohen syndrome, LD90.Y, C536438,H00940,https://www.genome.jp/entry/ds_ja:H00940,1429,L
Noonan syndrome and related disorders, LD2F.1Y, D009634 D044542 D056685,H00523,https://www.genome.jp/entry/ds_ja:H00523,1430,L
Noonan syndrome, LD2F.15, D009634,H01738,https://www.genome.jp/entry/ds_ja:H01738,1431,L
Leopard syndrome, LD2F.1Y, D044542,H01984,https://www.genome.jp/entry/ds_ja:H01984,1432,L
Cardiofaciocutaneous syndrome, LD2F.1Y, C535579,H01745,https://www.genome.jp/entry/ds_ja:H01745,1433,L
Costello syndrome, LD2F.1Y, D056685,H01747,https://www.genome.jp/entry/ds_ja:H01747,1434,L
Noonan-like syndrome with loose anagen hair, LD2F.1Y, C564342,H02191,https://www.genome.jp/entry/ds_ja:H02191,1435,L
Neurofibromatosis-Noonan syndrome, LD27.5, C537393,H02189,https://www.genome.jp/entry/ds_ja:H02189,1436,L
Neurofibromatosis type 1;Von Recklinghausen disease, LD2D.10, D009456,H01437,https://www.genome.jp/entry/ds_ja:H01437,1437,L
Neurofibromatosis type 2, LD2D.11, D016518,H01438,https://www.genome.jp/entry/ds_ja:H01438,1438,L
Watson syndrome;Pulmonary valvular stenosis with cafe au lait spots, EC23.1, D009456,H02188,https://www.genome.jp/entry/ds_ja:H02188,1437,E
Legius syndrome, LD27.5, C548032,H01986,https://www.genome.jp/entry/ds_ja:H01986,1439,L
PTEN hamartoma tumor syndrome, 2E92.40, C566636 C567337,H00539,https://www.genome.jp/entry/ds_ja:H00539,1440,2
Cowden syndrome, LD2D.Y, D006223,H01222,https://www.genome.jp/entry/ds_ja:H01222,1441,L
von Hippel-Lindau syndrome, LD2D.Y, D006623,H00559,https://www.genome.jp/entry/ds_ja:H00559,1442,L
Bloom syndrome;MGRISCE1, 4A01.31, D001816,H01346,https://www.genome.jp/entry/ds_ja:H01346,1443,4
Rothmund-Thomson syndrome, LD2B, D011038,H01734,https://www.genome.jp/entry/ds_ja:H01734,1444,L
Cranioectodermal dysplasia, LD27.0Y, C562966,H00529,https://www.genome.jp/entry/ds_ja:H00529,1445,L
Aarskog-Scott syndrome;Faciogenital dysplasia, LD2F.1Y, C535331,H00569,https://www.genome.jp/entry/ds_ja:H00569,1446,L
Opitz-GBBB syndrome, LD2F.1Y, C567932 C538387,H00583,https://www.genome.jp/entry/ds_ja:H00583,1447,L
Char syndrome, LD2F.1Y, C566815,H00555,https://www.genome.jp/entry/ds_ja:H00555,1448,L
CHARGE syndrome, LD2F.1Y, D058747,H00556,https://www.genome.jp/entry/ds_ja:H00556,1449,L
Kabuki syndrome, LD2F.1Y, C537705,H00570,https://www.genome.jp/entry/ds_ja:H00570,1450,L
Townes-Brocks syndrome, LD2F.1Y, C536974,H00573,https://www.genome.jp/entry/ds_ja:H00573,1451,L
Popliteal pterygium syndrome (PPS), LD2F.1Y, C562509,H00611,https://www.genome.jp/entry/ds_ja:H00611,1452,L
Kenny-Caffey syndrome, LD24.D, C537020,H00619,https://www.genome.jp/entry/ds_ja:H00619,1453,L
Heterotaxy;Situs ambiguus, LA8Y, D059446,H00632,https://www.genome.jp/entry/ds_ja:H00632,1454,L
Hypoparathyroidism-retardation-dysmorphism syndrome;Sanjad-Sakati syndrome, LD24.D, C537157,H00622,https://www.genome.jp/entry/ds_ja:H00622,1455,L
Lacrimo-auriculo-dento-digital syndrome;LADD syndrome;Levy-Hollister syndrome, LD27.0Y, C538132,H00642,https://www.genome.jp/entry/ds_ja:H00642,1456,L
Tooth and nail syndrome;Witkop syndrome, LD27.0Y, C536736,H00643,https://www.genome.jp/entry/ds_ja:H00643,1457,L
Birk Barel mental retardation syndrome (BBMRS);Birk-Barel syndrome (BIBAS), LD2F.1Y, C567357,H00709,https://www.genome.jp/entry/ds_ja:H00709,1458,L
Russell-Silver syndrome;Silver-Russell syndrome, LD2F.1Y, D056730,H00711,https://www.genome.jp/entry/ds_ja:H00711,1459,L
Beckwith-Wiedemann syndrome, LD2C, D001506,H00713,https://www.genome.jp/entry/ds_ja:H00713,1460,L
Sotos syndrome, LD2C, D058495,H00718,https://www.genome.jp/entry/ds_ja:H00718,1461,L
Weaver syndrome, LD2C, C536687,H01751,https://www.genome.jp/entry/ds_ja:H01751,1462,L
Marfan syndrome, LD28.01, D008382,H00653,https://www.genome.jp/entry/ds_ja:H00653,1463,L
Shprintzen-Goldberg syndrome, LD28.0Y, C537328,H00659,https://www.genome.jp/entry/ds_ja:H00659,1464,L
MASS phenotype, LD28.0Y, C536030,H00661,https://www.genome.jp/entry/ds_ja:H00661,1465,L
Bifid nose with or without anorectal and renal anomalies;BNAR syndrome, LD2F.1Y, C535441,H00685,https://www.genome.jp/entry/ds_ja:H00685,1466,L
Manitoba oculotrichoanal syndrome, LD2F.1Y, C536022,H00686,https://www.genome.jp/entry/ds_ja:H00686,1467,L
Fraser syndrome, LD2H.0, D058497,H00687,https://www.genome.jp/entry/ds_ja:H00687,1468,L
Athabascan brainstem dysgenesis syndrome;Bosley-Salih-Alorainy syndrome, LD2H.Y, C535397,H00727,https://www.genome.jp/entry/ds_ja:H00727,1469,L
Ankyloblepharon-ectodermal defects-cleft lip/palate (AEC) syndrome and Rapp-Hodgkin syndrome, LD27.0Y, C535847 C535289,H00752,https://www.genome.jp/entry/ds_ja:H00752,1470,L
Martsolf syndrome, LD2F.1Y, C536028,H00797,https://www.genome.jp/entry/ds_ja:H00797,1471,L
Distal arthrogryposis, LD26.4Y, D001176,H00811,https://www.genome.jp/entry/ds_ja:H00811,1472,L
Trismus-pseudocamptodactyly syndrome;Hecht-Beals syndrome;Dutch-Kentucky syndrome, LD26.4Y, C535857,H00872,https://www.genome.jp/entry/ds_ja:H00872,1473,L
FG syndrome;Opitz-Kaveggia syndrome, LD2F.1Y, C537923,H00894,https://www.genome.jp/entry/ds_ja:H00894,1474,L
Guttmacher syndrome, LD26.2, C538278,H00859,https://www.genome.jp/entry/ds_ja:H00859,1475,L
Radioulnar synostosis with amegakaryocytic thrombocytopenia, 3B64.01, C565328,H00867,https://www.genome.jp/entry/ds_ja:H00867,1476,3
Stapes ankylosis with broad thumb and toes, LD2F.1Y, C536943,H00868,https://www.genome.jp/entry/ds_ja:H00868,1237,L
Cousin syndrome;Pelviscapular dysplasia, LB9Y, C535550,H00873,https://www.genome.jp/entry/ds_ja:H00873,1477,L
Donnai-Barrow syndrome;Faciooculoacousticorenal syndrome, LD2F.1Y, C536390,H00886,https://www.genome.jp/entry/ds_ja:H00886,1478,L
Lujan-Fryns syndrome;X-linked mental retardation with Marfanoid habitus, LD2F.1Y, C537724,H00889,https://www.genome.jp/entry/ds_ja:H00889,1479,L
Cold-induced sweating syndrome, 8C21.Y LD26.41, C536214,H00935,https://www.genome.jp/entry/ds_ja:H00935,1480,8 L
Geleophysic dysplasia, LD24.8Y, C535662,H00900,https://www.genome.jp/entry/ds_ja:H00900,1300,L
Tuberous sclerosis complex;Bourneville-Pringle disease, LD2D.2, D014402,H00915,https://www.genome.jp/entry/ds_ja:H00915,1481,L
Schinzel-Giedion midface retraction syndrome, LD27.0Y, C536632,H00922,https://www.genome.jp/entry/ds_ja:H00922,1482,L
Caudal duplication anomaly, LD2F.1Y, C564315,H00934,https://www.genome.jp/entry/ds_ja:H00934,1483,L
"Growth retardation, developmental delay, coarse facies, and early death", LD2F.1Y, C567856,H00926,https://www.genome.jp/entry/ds_ja:H00926,1484,L
TARP syndrome, LD2F.1Y, C536942,H00943,https://www.genome.jp/entry/ds_ja:H00943,1485,L
Arts syndrome, LD2H.Y, C535388,H00946,https://www.genome.jp/entry/ds_ja:H00946,1486,L
"Arthrogryposis, renal dysfunction, and cholestasis;ARC syndrome", 5C58.0Y, C535382,H00950,https://www.genome.jp/entry/ds_ja:H00950,1487,5
RAPADILINO syndrome, LD2F.1Y, C535288,H00965,https://www.genome.jp/entry/ds_ja:H00965,1488,L
CATSHL syndrome, LD2F.1Y, C537975,H00997,https://www.genome.jp/entry/ds_ja:H00997,1489,L
Raine syndrome;Lethal osteosclerotic bone dysplasia, LD24.1Y, C535282,H00968,https://www.genome.jp/entry/ds_ja:H00968,1490,L
"Skeletal defects, genital hypoplasia, and mental retardation", LD24.Y, C567306,H00969,https://www.genome.jp/entry/ds_ja:H00969,1491,L
Trichorhinophalangeal syndrome, LD27.0Y, C536820 D015826 C566033,H00977,https://www.genome.jp/entry/ds_ja:H00977,1492,L
Nevo syndrome, LD2C, C536113,H00980,https://www.genome.jp/entry/ds_ja:H00980,1493,L
Multiple pterygium syndrome, LD26.40, C537377,H00986,https://www.genome.jp/entry/ds_ja:H00986,1494,L
"Fetal akinesia deformation sequence;Pena-Shokeir syndrome, type 1", LD2F.1Y, C536647,H00987,https://www.genome.jp/entry/ds_ja:H00987,1495,L
Seckel syndrome, LD24.D, C537533 C537534,H00992,https://www.genome.jp/entry/ds_ja:H00992,1496,L
"Microcephalic osteodysplastic primordial dwarfism, type I (MOPD I);Taybi-Linder syndrome", LD20.2, C537577,H00993,https://www.genome.jp/entry/ds_ja:H00993,1497,L
"Microcephalic osteodysplastic primordial dwarfism, type II (MOPD II)", LD20.2, C565898,H00991,https://www.genome.jp/entry/ds_ja:H00991,1498,L
C syndrome;Opitz trigonocephaly syndrome, LD24.GY, C537418,H01008,https://www.genome.jp/entry/ds_ja:H01008,1499,L
Bohring-Opitz syndrome, LD24.GY, C537419,H02047,https://www.genome.jp/entry/ds_ja:H02047,1500,L
"Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia", LD20.Y, C564509,H01035,https://www.genome.jp/entry/ds_ja:H01035,1501,L
STAR syndrome, LD2F.1Y, C567475,H01156,https://www.genome.jp/entry/ds_ja:H01156,1502,L
VACTERL/VATER association, LD2F.11, C564752,H01195,https://www.genome.jp/entry/ds_ja:H01195,1503,L
Simpson-Golabi-Behmel syndrome, LD2C, C537340,H01215,https://www.genome.jp/entry/ds_ja:H01215,1504,L
"Congenital cataracts, facial dysmorphism, and neuropathy", LD2F.1Y, C565822,H01220,https://www.genome.jp/entry/ds_ja:H01220,1505,L
Juvenile-onset dystonia, 8A02.0Y, C537704,H01255,https://www.genome.jp/entry/ds_ja:H01255,1506,8
Hydrolethalus syndrome, LD2F.1Y, C536079,H01265,https://www.genome.jp/entry/ds_ja:H01265,1507,L
Hypoparathyroidism with sensorineural deafness and renal dysplasia;HDR syndrome;Barakat syndrome, LD27.0Y, C537907,H01271,https://www.genome.jp/entry/ds_ja:H01271,1508,L
Lathosterolosis, 5C52.10, C537880,H01281,https://www.genome.jp/entry/ds_ja:H01281,1509,5
Mulibrey nanism, LD2F.1Y, D050336,H01289,https://www.genome.jp/entry/ds_ja:H01289,1510,L
Nance-Horan syndrome, LD2F.1Y, C538336,H01292,https://www.genome.jp/entry/ds_ja:H01292,1511,L
SHORT syndrome, LD2F.1Y, C537327,H01370,https://www.genome.jp/entry/ds_ja:H01370,1512,L
Coffin-Siris syndrome, LD27.0Y, C536436,H01403,https://www.genome.jp/entry/ds_ja:H01403,1513,L
Congenital asplenia, LB22.0, C563028 D059446,H01435,https://www.genome.jp/entry/ds_ja:H01435,1514,L
Polysplenia syndrome, LA84, D059446,H01764,https://www.genome.jp/entry/ds_ja:H01764,1454,L
Temtamy preaxial brachydactyly syndrome, LD26.6Y, C536958,H01497,https://www.genome.jp/entry/ds_ja:H01497,969,L
Perlman syndrome, LD2C, C536399,H01412,https://www.genome.jp/entry/ds_ja:H01412,1515,L
Adams-Oliver syndrome, LD2F.1Y, C538225,H01413,https://www.genome.jp/entry/ds_ja:H01413,1516,L
Spondyloocular syndrome, LD24.KY, C565285,H01496,https://www.genome.jp/entry/ds_ja:H01496,1517,L
3C syndrome;Ritscher-Schinzel syndrome;Craniocerebellocardiac dysplasia, LD2F.1Y, C535313,H01568,https://www.genome.jp/entry/ds_ja:H01568,1518,L
Zimmermann-Laband syndrome, LD2F.1Y, C536725,H01573,https://www.genome.jp/entry/ds_ja:H01573,1519,L
ATR-X syndrome;X-linked alpha-thalassemia/mental retardation syndrome, LD90.Y, C538258 C537457,H01752,https://www.genome.jp/entry/ds_ja:H01752,1520,L
Aicardi syndrome, LD20.Y, D058540,H01776,https://www.genome.jp/entry/ds_ja:H01776,1521,L
Klippel-Trenaunay-Weber syndrome, LD26.60, D007715,H01788,https://www.genome.jp/entry/ds_ja:H01788,1522,L
Stromme syndrome;Apple peel syndrome with microcephaly and ocular anomalies;Jejunal atresia with microcephaly and ocular anomalies, LD2F.1Y, C565460,H01814,https://www.genome.jp/entry/ds_ja:H01814,1523,L
Frank-ter Haar syndrome, LD25.1, C537274,H01816,https://www.genome.jp/entry/ds_ja:H01816,1524,L
Marshall-Smith syndrome, LD2C, C536026,H01834,https://www.genome.jp/entry/ds_ja:H01834,1525,L
Burn-McKeown syndrome, LD2F.1Y, C537411,H01839,https://www.genome.jp/entry/ds_ja:H01839,1526,L
Moebius syndrome;Mobius syndrome, LD2F.1Y, D020331,H01840,https://www.genome.jp/entry/ds_ja:H01840,1527,L
Cerebrocostomandibular syndrome, LD24.H, C562538,H01843,https://www.genome.jp/entry/ds_ja:H01843,1528,L
Diaphanospondylodysostosis, LD24.5Y, C564305,H01844,https://www.genome.jp/entry/ds_ja:H01844,1529,L
Catel-Manzke syndrome;Palatodigital syndrome;Hyperphalangy syndrome, LD2F.1Y, C535347,H01845,https://www.genome.jp/entry/ds_ja:H01845,1530,L
Thrombocytopenia-absent radius syndrome;TAR syndrome, 3B64.01, C536940,H01847,https://www.genome.jp/entry/ds_ja:H01847,1531,3
"Hartsfield syndrome;Holoprosencephaly, ectrodactyly, and cleft/lip palate", LD2F.Y, C564484,H01850,https://www.genome.jp/entry/ds_ja:H01850,1532,L
Filippi syndrome;Syndactyly type 1 with microcephaly and intellectual disability, LD2F.Y, C538152,H01857,https://www.genome.jp/entry/ds_ja:H01857,1533,L
"Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation;Microcephaly, lymphedema, chorioretinal dysplasia (MLCRD) syndrome;Chorioretinal dysplasia, microcephaly, and mental retardation (CDMMR) syndrome", LD20.2, C537711,H01876,https://www.genome.jp/entry/ds_ja:H01876,1534,L
Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome;MPPH syndrome, LD2C, C566381,H01885,https://www.genome.jp/entry/ds_ja:H01885,1535,L
Van den Ende-Gupta syndrome, LD26.41, C535909,H01886,https://www.genome.jp/entry/ds_ja:H01886,1536,L
3MC syndrome;Malpuech-Michels-Mingarelli-Carnevale syndrome, LD2F.1Y, C535704 C537738 C535586,H01887,https://www.genome.jp/entry/ds_ja:H01887,1537,L
Carpenter syndrome, LD24.GY, C563187,H01888,https://www.genome.jp/entry/ds_ja:H01888,1538,L
Meier-Gorlin syndrome;Ear-patella-short statute syndrome, LD24.JY, C538012,H01889,https://www.genome.jp/entry/ds_ja:H01889,1539,L
Lateral meningocele syndrome;Lehman syndrome, LA07.Y, C537878,H01893,https://www.genome.jp/entry/ds_ja:H01893,1540,L
Microphthalmia with linear skin defects syndrome;Linear skin defects with multiple congenital anomalies;MIDAS syndrome, LD21.0, C537466,H01904,https://www.genome.jp/entry/ds_ja:H01904,1541,L
Carey-Fineman-Ziter syndrome, LD2F.1Y, C536102,H01908,https://www.genome.jp/entry/ds_ja:H01908,1542,L
"Congenital lipomatous overgrowth, vascular malformations, and epidermal nevi;CLOVE syndrome", LD2C, C567863,H01912,https://www.genome.jp/entry/ds_ja:H01912,1543,L
Renpenning syndrome, LD90.Y, C537761,H01913,https://www.genome.jp/entry/ds_ja:H01913,1544,L
Christianson syndrome, LD90.Y, C567484,H01914,https://www.genome.jp/entry/ds_ja:H01914,1545,L
Borjeson-Forssman-Lehmann syndrome, LD29, C536575,H01915,https://www.genome.jp/entry/ds_ja:H01915,1546,L
Stocco dos Santos X-linked mental retardation syndrome, LD90.Y, C537495,H01916,https://www.genome.jp/entry/ds_ja:H01916,1547,L
CK syndrome, LD2F.1Y, C563110,H01917,https://www.genome.jp/entry/ds_ja:H01917,1548,L
Proud syndrome, LD20.Y, C563110,H01919,https://www.genome.jp/entry/ds_ja:H01919,1548,L
Infantile hypotonia with psychomotor retardation and characteristic facies, LD90.Y, D009123,H01922,https://www.genome.jp/entry/ds_ja:H01922,1549,L
Lethal-type popliteal pterygium syndrome;Bartsocas-Papas syndrome (BPS), LD26.4Y, C564874,H01931,https://www.genome.jp/entry/ds_ja:H01931,1550,L
Ablepharon-macrostomia syndrome, LD2F.1Y, C535557,H01932,https://www.genome.jp/entry/ds_ja:H01932,1551,L
Barber-Say syndrome, LD27.3, C537908,H01934,https://www.genome.jp/entry/ds_ja:H01934,1552,L
OFC syndrome;Oto-facio-cervical syndrome, LD2F.1Y, C563481,H02046,https://www.genome.jp/entry/ds_ja:H02046,1553,L
Boomerang dysplasia, LD24.E, C536573,H02067,https://www.genome.jp/entry/ds_ja:H02067,1554,L
Stickler syndrome, LD2F.1Y, C537492 C537493 C537494 C565177,H02072,https://www.genome.jp/entry/ds_ja:H02072,1555,L
Marshall syndrome, LD27.0Y, C536025,H02081,https://www.genome.jp/entry/ds_ja:H02081,1556,L
Floating-Harbor syndrome, LD2F.1Y, C537062,H02082,https://www.genome.jp/entry/ds_ja:H02082,1557,L
Perrault syndrome, LD2H.Y, C537286,H02095,https://www.genome.jp/entry/ds_ja:H02095,1558,L
Myhre syndrome, LD2F.1Y, C537620,H02102,https://www.genome.jp/entry/ds_ja:H02102,1559,L
Yunis-Varon syndrome, LD24.23, C536719,H02127,https://www.genome.jp/entry/ds_ja:H02127,1560,L
Microphthalmia with limb anomalies;Anophthalmia-syndactyly syndrome;Waardenburg anophthalmia syndrome;Ophthalmoacromelic syndrome, LD21.0, C537769,H02134,https://www.genome.jp/entry/ds_ja:H02134,1561,L
