"sampleid","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","tissueid","Cellosaurus.Disease.Type","Cellosaurus.Accession.id","PharmacoDB.id","unique.tissueid.fromstudies","CellLine.Type","Metastatic"
"RT-4","http://www.broadinstitute.org/ccle/cell%20lines/RT4_URINARY_TRACT","RT4_URINARY_TRACT","RT4",NA,"M","urinary_tract","carcinoma","transitional_cell_carcinoma",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H02_296160","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D09_335276","yes","yes","RT4","Bladder/Urinary Tract","Bladder carcinoma","CVCL_0036","RT4_1334_2019","urinary_tract","Cancer cell line",NA
"RT112/84","http://www.broadinstitute.org/ccle/cell%20lines/RT11284_URINARY_TRACT","RT11284_URINARY_TRACT","RT112/84",NA,"F","urinary_tract","carcinoma","NS","RT112/84 is a clonal derivative of RT112","ECACC","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_F04_569506","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G10_578352","yes","yes",NA,"Bladder/Urinary Tract","Bladder carcinoma","CVCL_2714","RT112/84_1333_2019","urinary_tract","Cancer cell line",NA
"RVH-421","http://www.broadinstitute.org/ccle/cell%20lines/RVH421_SKIN","RVH421_SKIN","RVH-421",NA,"M","skin","malignant_melanoma","NS",NA,"DSMZ","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A11_436612","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H02_490418","yes",NA,NA,"Skin","Melanoma","CVCL_1672","RVH421_1335_2019","skin","Cancer cell line",TRUE
"S-117","http://www.broadinstitute.org/ccle/cell%20lines/S117_SOFT_TISSUE","S117_SOFT_TISSUE","S-117",NA,"F","soft_tissue","sarcoma","NS",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D09_474700","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F05_490436","yes","yes","S-117","Thyroid","Thyroid gland sarcoma","CVCL_1674","S117_1339_2019","soft_tissue","Cancer cell line",NA
"SALE","http://www.broadinstitute.org/ccle/cell%20lines/SALE_LUNG","SALE_LUNG","SALE",NA,NA,"lung","other","immortalized_epithelial",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A11_767946","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G03_780204",NA,NA,NA,"Other",NA,"CVCL_WS60","SALE_1342_2019","lung","Transformed cell line",NA
"SaOS-2","http://www.broadinstitute.org/ccle/cell%20lines/SAOS2_BONE","SAOS2_BONE","Saos-2",NA,"F","bone","osteosarcoma","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_E08_383690",NA,"yes","yes","Saos-2","Bone","Osteosarcoma","CVCL_0548","Saos2_1343_2019","bone","Cancer cell line",NA
"SBC-5","http://www.broadinstitute.org/ccle/cell%20lines/SBC5_LUNG","SBC5_LUNG","SBC-5",NA,NA,"lung","carcinoma","small_cell_carcinoma",NA,"HSRRB","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B03_240878","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F09_246746","yes","yes","SBC-5","Lung","Small cell lung carcinoma","CVCL_1679","SBC5_1349_2019","lung","Cancer cell line",TRUE
"SCaBER","http://www.broadinstitute.org/ccle/cell%20lines/SCABER_URINARY_TRACT","SCABER_URINARY_TRACT","SCaBER",NA,"M","urinary_tract","carcinoma","transitional_cell_carcinoma",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F03_296114","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B07_256038","yes","yes","SCaBER","Bladder/Urinary Tract","Bladder squamous cell carcinoma","CVCL_3599","SCaBER_1351_2019","urinary_tract","Cancer cell line",NA
"SCC-15","http://www.broadinstitute.org/ccle/cell%20lines/SCC15_UPPER_AERODIGESTIVE_TRACT","SCC15_UPPER_AERODIGESTIVE_TRACT","SCC-15",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ATCC","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A12_523608","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D12_411012","yes","yes","SCC-15","Head and Neck","Tongue squamous cell carcinoma","CVCL_1681","SCC15_1352_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SCC-25","http://www.broadinstitute.org/ccle/cell%20lines/SCC25_UPPER_AERODIGESTIVE_TRACT","SCC25_UPPER_AERODIGESTIVE_TRACT","SCC-25",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ATCC","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A02_523514","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B01_437296","yes","yes","SCC-25","Head and Neck","Tongue squamous cell carcinoma","CVCL_1682","SCC25_1353_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SCC-4","http://www.broadinstitute.org/ccle/cell%20lines/SCC4_UPPER_AERODIGESTIVE_TRACT","SCC4_UPPER_AERODIGESTIVE_TRACT","SCC-4",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_G07_383650","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E11_410996","yes","yes","SCC-4","Head and Neck","Tongue squamous cell carcinoma","CVCL_1684","SCC4_1355_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SCC-9","http://www.broadinstitute.org/ccle/cell%20lines/SCC9_UPPER_AERODIGESTIVE_TRACT","SCC9_UPPER_AERODIGESTIVE_TRACT","SCC-9",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_E11_383702","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B10_464586","yes","yes","SCC-9","Head and Neck","Tongue squamous cell carcinoma","CVCL_1685","SCC9_1356_2019","upper_aerodigestive_tract","Cancer cell line",NA
"SCLC-21H","http://www.broadinstitute.org/ccle/cell%20lines/SCLC21H_LUNG","SCLC21H_LUNG","SCLC-21H",NA,"M","lung","carcinoma","small_cell_carcinoma",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A01_474586","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464","yes","yes","SCLC-21H","Lung","Small cell lung carcinoma","CVCL_0024","SCLC21H_1361_2019","lung","Cancer cell line",TRUE
"SEM","http://www.broadinstitute.org/ccle/cell%20lines/SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SEM",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_B_cell_leukaemia",NA,"DSMZ","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A12_296012","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A04_293286","yes","yes","SEM","Lymphoid","Childhood B acute lymphoblastic leukemia","CVCL_0095","SEM_1363_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SET-2","http://www.broadinstitute.org/ccle/cell%20lines/SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Set-2",NA,"F","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","essential_thrombocythaemia",NA,"DSMZ","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_D07_587724","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F08_592698","yes","yes","Set-2","Myeloid","Adult acute megakaryoblastic leukemia","CVCL_2187","Set2_1364_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SF126","http://www.broadinstitute.org/ccle/cell%20lines/SF126_CENTRAL_NERVOUS_SYSTEM","SF126_CENTRAL_NERVOUS_SYSTEM","SF126",NA,NA,"central_nervous_system","glioma","astrocytoma",NA,"HSRRB","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C07_436540","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D11_437418","yes","yes","SF126","CNS/Brain","Glioblastoma","CVCL_1688","SF126_1366_2019","central_nervous_system","Cancer cell line",NA
"SF172","http://www.broadinstitute.org/ccle/cell%20lines/SF172_CENTRAL_NERVOUS_SYSTEM","SF172_CENTRAL_NERVOUS_SYSTEM","SF-172","SF172",NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B04_767848","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_E06_780200",NA,NA,NA,"CNS/Brain","Glioblastoma","CVCL_V613","SF172_1365_2019","central_nervous_system","Cancer cell line",NA
"SF268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF268","CNS/Brain","Astrocytoma","CVCL_1689","SF268_1367_2019","central_nervous_system","Cancer cell line",NA
"SF295","http://www.broadinstitute.org/ccle/cell%20lines/SF295_CENTRAL_NERVOUS_SYSTEM","SF295_CENTRAL_NERVOUS_SYSTEM","SF-295",NA,NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"NCI/DCTD","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_B10_241084","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D04_256080","yes","yes","SF-295","CNS/Brain","Glioblastoma","CVCL_1690","SF295_1368_2019","central_nervous_system","Cancer cell line",NA
"SF539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SF539","CNS/Brain","Gliosarcoma","CVCL_1691","SF539_1369_2019","central_nervous_system","Cancer cell line",NA
"SF767","http://www.broadinstitute.org/ccle/cell%20lines/SF767_CENTRAL_NERVOUS_SYSTEM","SF767_CENTRAL_NERVOUS_SYSTEM","SF767",NA,NA,"central_nervous_system","glioma","astrocytoma_Grade_III",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C04_767784",NA,NA,NA,NA,"Cervix","Human papillomavirus-related cervical squamous cell carcinoma","CVCL_6950","SF767_1370_2019","central_nervous_system","Cancer cell line",TRUE
"SF8657",NA,NA,"SF8657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skin",NA,"CVCL_K085","SF8657_1371_2019","skin","Finite cell line",NA
"SH-10-TC","http://www.broadinstitute.org/ccle/cell%20lines/SH10TC_STOMACH","SH10TC_STOMACH","SH-10-TC",NA,NA,"stomach","carcinoma","NS",NA,"RIKEN","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B01_419872","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E06_411000","yes","yes","SH-10-TC","Esophagus/Stomach","Mucinous gastric adenocarcinoma","CVCL_5167","SH10TC_1372_2019","stomach","Cancer cell line",NA
"SH-4","http://www.broadinstitute.org/ccle/cell%20lines/SH4_SKIN","SH4_SKIN","SH-4",NA,"F","skin","malignant_melanoma","NS",NA,"ATCC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A11_698760","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C06_578404","yes","yes","SH-4","Skin","Melanoma","CVCL_1692","SH4_1373_2019","skin","Cancer cell line",TRUE
"SH-SY5Y","http://www.broadinstitute.org/ccle/cell%20lines/SHSY5Y_AUTONOMIC_GANGLIA","SHSY5Y_AUTONOMIC_GANGLIA","SH-SY5Y",NA,"F","autonomic_ganglia","neuroblastoma","NS","Identical lines: SH-SY5Y is a subclone derived from SK-N-SH and is identical to LAN-5","ATCC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D01_698752","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C07_698686","yes","yes",NA,"Peripheral Nervous System","Neuroblastoma","CVCL_0019","SHSY5Y_1374_2019","autonomic_ganglia","Cancer cell line",TRUE
"SHP-77","http://www.broadinstitute.org/ccle/cell%20lines/SHP77_LUNG","SHP77_LUNG","SHP-77",NA,"M","lung","carcinoma","small_cell_carcinoma",NA,"ATCC","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B02_474740","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H03_464636","yes","yes","SHP-77","Lung","Small cell lung carcinoma","CVCL_1693","SHP77_1375_2019","lung","Cancer cell line",NA
"SIG-M5","http://www.broadinstitute.org/ccle/cell%20lines/SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SIG-M5",NA,"M","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_G01_474646","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B11_490510","yes","yes","SIG-M5","Myeloid","Adult acute myeloid leukemia","CVCL_1694","SIGM5_1376_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SiHa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SiHa","Cervix","Human papillomavirus-related cervical squamous cell carcinoma","CVCL_0032","SiHa_1377_2019","cervix","Cancer cell line",NA
"SiMa","http://www.broadinstitute.org/ccle/cell%20lines/SIMA_AUTONOMIC_GANGLIA","SIMA_AUTONOMIC_GANGLIA","SIMA",NA,"M","autonomic_ganglia","neuroblastoma","NS",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F05_474682","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A12_490504","yes","yes","SIMA","Peripheral Nervous System","Adrenal gland neuroblastoma","CVCL_1695","SIMA_1378_2019","autonomic_ganglia","Cancer cell line",NA
"SJSA-1","http://www.broadinstitute.org/ccle/cell%20lines/SJSA1_BONE","SJSA1_BONE","SJSA-1",NA,"M","bone","osteosarcoma","NS",NA,"ATCC","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_C09_241106","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F02_256124","yes","yes","SJSA-1","Bone","Osteosarcoma","CVCL_1697","SJSA1_1382_2019","bone","Cancer cell line",NA
"SK-BR-3","http://www.broadinstitute.org/ccle/cell%20lines/SKBR3_BREAST","SKBR3_BREAST","SK-BR-3",NA,"F","breast","carcinoma","NS","Metastatic pair: SK-BR-3 and AU565 are from the same patient","ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_D06_383700","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G03_335336","yes","yes","SK-BR-3","Breast","Breast adenocarcinoma","CVCL_0033","SKBR3_1383_2019","breast","Cancer cell line",TRUE
"SK-CO-1","http://www.broadinstitute.org/ccle/cell%20lines/SKCO1_LARGE_INTESTINE","SKCO1_LARGE_INTESTINE","SK-CO-1",NA,"M","large_intestine","carcinoma","adenocarcinoma",NA,"ATCC","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_H03_569456","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E06_335294","yes","yes","SK-CO-1","Bowel","Colon adenocarcinoma","CVCL_0626","SKCO1_1386_2019","large_intestine","Cancer cell line",TRUE
"SK-ES-1","http://www.broadinstitute.org/ccle/cell%20lines/SKES1_BONE","SKES1_BONE","SK-ES-1",NA,"M","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_H04_383762","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G04_410952","yes","yes","SK-ES-1","Bone","Ewing sarcoma","CVCL_0627","SKES1_1387_2019","bone","Cancer cell line",NA
"SK-HEP-1","http://www.broadinstitute.org/ccle/cell%20lines/SKHEP1_LIVER","SKHEP1_LIVER","SK-HEP-1",NA,"M","liver","carcinoma","adenocarcinoma",NA,"ATCC","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_G06_569542","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F01_256122","yes","yes","SK-HEP-1","Liver","Hepatocellular carcinoma","CVCL_0525","SKHEP1_1390_2019","liver","Cancer cell line",TRUE
"SK-LMS-1","http://www.broadinstitute.org/ccle/cell%20lines/SKLMS1_SOFT_TISSUE","SKLMS1_SOFT_TISSUE","SK-LMS-1",NA,"F","soft_tissue","sarcoma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G08_454744","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B06_437534","yes","yes","SK-LMS-1","Soft Tissue","Vulvar leiomyosarcoma","CVCL_0628","SKLMS1_1391_2019","soft_tissue","Cancer cell line",NA
"SK-LU-1","http://www.broadinstitute.org/ccle/cell%20lines/SKLU1_LUNG","SKLU1_LUNG","SK-LU-1",NA,"F","lung","carcinoma","adenocarcinoma",NA,"ATCC","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E06_241148","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G09_256162","yes","yes","SK-LU-1","Lung","Lung adenocarcinoma","CVCL_0629","SKLU1_1392_2019","lung","Cancer cell line",NA
"SK-MEL-1","http://www.broadinstitute.org/ccle/cell%20lines/SKMEL1_SKIN","SKMEL1_SKIN","SK-MEL-1",NA,"M","skin","malignant_melanoma","NS",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F04_436458","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C11_437278","yes","yes","SK-MEL-1","Skin","Melanoma","CVCL_0068","SKMEL1_1393_2019","skin","Cancer cell line",TRUE
"SK-MEL-2","http://www.broadinstitute.org/ccle/cell%20lines/SKMEL2_SKIN","SKMEL2_SKIN","SK-MEL-2",NA,"M","skin","malignant_melanoma","NS",NA,"ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G12_241016","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F01_246730","yes","yes",NA,"Skin","Melanoma","CVCL_0069","SKMEL2_1394_2019","skin","Cancer cell line",TRUE
"SK-MEL-24","http://www.broadinstitute.org/ccle/cell%20lines/SKMEL24_SKIN","SKMEL24_SKIN","SK-MEL-24",NA,"M","skin","malignant_melanoma","NS",NA,"ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C11_240918","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A09_256018","yes","yes","SK-MEL-24","Skin","Melanoma","CVCL_0599","SKMEL24_1395_2019","skin","Cancer cell line",TRUE
"SK-MEL-28","http://www.broadinstitute.org/ccle/cell%20lines/SKMEL28_SKIN","SKMEL28_SKIN","SK-MEL-28",NA,"M","skin","malignant_melanoma","NS",NA,"ATCC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A06_698750","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B12_246656","yes","yes","SK-MEL-28","Skin","Cutaneous melanoma","CVCL_0526","SKMEL28_1396_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SK-MEL-3","http://www.broadinstitute.org/ccle/cell%20lines/SKMEL3_SKIN","SKMEL3_SKIN","SK-MEL-3",NA,"F","skin","malignant_melanoma","NS",NA,"ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E01_240946","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A12_293302","yes","yes","SK-MEL-3","Skin","Cutaneous melanoma","CVCL_0550","SKMEL3_1397_2019","skin","Cancer cell line",TRUE
"SK-MEL-30","http://www.broadinstitute.org/ccle/cell%20lines/SKMEL30_SKIN","SKMEL30_SKIN","SK-MEL-30",NA,"M","skin","malignant_melanoma","NS",NA,"DSMZ","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F04_296116","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F05_246738","yes","yes","SK-MEL-30","Skin","Cutaneous melanoma","CVCL_0039","SKMEL30_1398_2019","skin","Cancer cell line",NA
"SK-MEL-31","http://www.broadinstitute.org/ccle/cell%20lines/SKMEL31_SKIN","SKMEL31_SKIN","SK-MEL-31",NA,"F","skin","malignant_melanoma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B09_454604","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C01_437548","yes",NA,"SK-MEL-31","Skin","Cutaneous melanoma","CVCL_0600","SKMEL31_1399_2019","skin","Cancer cell line",NA
"SK-MEL-5","http://www.broadinstitute.org/ccle/cell%20lines/SKMEL5_SKIN","SKMEL5_SKIN","SK-MEL-5",NA,"F","skin","malignant_melanoma","NS",NA,"ATCC","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B06_257632","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F02_246732","yes","yes","SK-MEL-5","Skin","Cutaneous melanoma","CVCL_0527","SKMEL5_1400_2019","skin","Cancer cell line",TRUE
"SK-MES-1","http://www.broadinstitute.org/ccle/cell%20lines/SKMES1_LUNG","SKMES1_LUNG","SK-MES-1",NA,"M","lung","carcinoma","squamous_cell_carcinoma",NA,"ATCC","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D01_241114","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H06_293458","yes","yes","SK-MES-1","Lung","Squamous cell lung carcinoma","CVCL_0630","SKMES1_1401_2019","lung","Cancer cell line",TRUE
"SK-MM-2","http://www.broadinstitute.org/ccle/cell%20lines/SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SK-MM-2",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E08_523520","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F04_490502","yes",NA,"SK-MM-2","Lymphoid","Plasma cell myeloma","CVCL_1699","SKMM2_1403_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"SK-N-AS","http://www.broadinstitute.org/ccle/cell%20lines/SKNAS_AUTONOMIC_GANGLIA","SKNAS_AUTONOMIC_GANGLIA","SK-N-AS",NA,"F","autonomic_ganglia","neuroblastoma","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_G03_383634","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C08_411042","yes","yes","SK-N-AS","Peripheral Nervous System","Neuroblastoma","CVCL_1700","SKNAS_1404_2019","autonomic_ganglia","Cancer cell line",TRUE
"SK-N-BE(2)","http://www.broadinstitute.org/ccle/cell%20lines/SKNBE2_AUTONOMIC_GANGLIA","SKNBE2_AUTONOMIC_GANGLIA","SK-N-BE(2)",NA,"M","autonomic_ganglia","neuroblastoma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C06_454620","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E11_437394","yes",NA,"SK-N-BE_2_","Peripheral Nervous System","Neuroblastoma","CVCL_0528","SKNBE(2)_1405_2019","autonomic_ganglia","Cancer cell line",TRUE
"SK-N-DZ","http://www.broadinstitute.org/ccle/cell%20lines/SKNDZ_AUTONOMIC_GANGLIA","SKNDZ_AUTONOMIC_GANGLIA","SK-N-DZ",NA,"F","autonomic_ganglia","neuroblastoma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H04_454728","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G05_437368","yes","yes","SK-N-DZ","Peripheral Nervous System","Neuroblastoma","CVCL_1701","SKNDZ_1406_2019","autonomic_ganglia","Cancer cell line",TRUE
"SK-N-FI","http://www.broadinstitute.org/ccle/cell%20lines/SKNFI_AUTONOMIC_GANGLIA","SKNFI_AUTONOMIC_GANGLIA","SK-N-FI","SK-N-F1","M","autonomic_ganglia","neuroblastoma","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_G02_383638","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F10_410970","yes","yes","SK-N-FI","Peripheral Nervous System","Neuroblastoma","CVCL_1702","SKNFI_1407_2019","autonomic_ganglia","Cancer cell line",TRUE
"SK-N-MC","http://www.broadinstitute.org/ccle/cell%20lines/SKNMC_BONE","SKNMC_BONE","SK-N-MC",NA,"F","bone","Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_C04_383648","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F08_335322","yes","yes","SK-N-MC","CNS/Brain","Askin tumor","CVCL_0530","SKNMC_1408_2019","bone","Cancer cell line",TRUE
"SK-N-SH","http://www.broadinstitute.org/ccle/cell%20lines/SKNSH_AUTONOMIC_GANGLIA","SKNSH_AUTONOMIC_GANGLIA","SK-N-SH",NA,"F","autonomic_ganglia","neuroblastoma","NS","Identical lines: SH-SY5Y is a subclone derived from SK-N-SH and is identical to LAN-5","ATCC","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F07_419790","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B02_464602","yes","yes",NA,"Peripheral Nervous System","Neuroblastoma","CVCL_0531","SKNSH_1409_2019","autonomic_ganglia","Cancer cell line",TRUE
"SK-NEP-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SK-NEP-1","Bone","Ewing sarcoma","CVCL_0631","SKNEP1_1410_2019","bone","Cancer cell line",TRUE
"SK-OV-3","http://www.broadinstitute.org/ccle/cell%20lines/SKOV3_OVARY","SKOV3_OVARY","SK-OV-3",NA,"F","ovary","carcinoma","adenocarcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_A05_383732","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E07_464704","yes","yes","SK-OV-3","Ovary/Fallopian Tube","Ovarian serous cystadenocarcinoma","CVCL_0532","SKOV3_1411_2019","ovary","Cancer cell line",TRUE
"SK-PN-DW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SK-PN-DW","CNS/Brain","Primitive neuroectodermal tumor","CVCL_1703","SKPNDW_1412_2019","bone","Cancer cell line",NA
"SK-RC-20","http://www.broadinstitute.org/ccle/cell%20lines/SKRC20_KIDNEY","SKRC20_KIDNEY","SK-RC-20",NA,NA,"kidney","carcinoma","renal_cell_carcinoma",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C03_767890",NA,NA,NA,NA,"Kidney","Renal cell carcinoma","CVCL_V605","SKRC20_1414_2019","kidney","Cancer cell line",NA
"SK-RC-31","http://www.broadinstitute.org/ccle/cell%20lines/SKRC31_KIDNEY","SKRC31_KIDNEY","SK-RC 31",NA,NA,"kidney","carcinoma","renal_cell_carcinoma",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B01_767942",NA,NA,NA,NA,"Kidney","Renal cell carcinoma","CVCL_6186","SKRC31_1413_2019","kidney","Cancer cell line",TRUE
