Transcript	mimic	Score	P value	miRNA(s)
AT5G19240.1	AT3G46600.1	0.3428	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT3G46600.2	0.3428	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT3G46600.3	0.3428	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT3G51630.2	0.3889	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT3G51632.1	0.3889	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT3G52742.1	0.683	1.90305821455078e-05	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT3G52990.1	0.3325	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT3G52990.2	0.3325	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT3G55840.1	0.7743	1.90305821455078e-05	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT3G56940.1	0.31845	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT3G56940.2	0.31845	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT3G59000.1	0.35095	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT3G59000.2	0.35095	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT3G59010.1	0.35935	0.00711109419503808	ath-miR_novel_11
AT5G19240.1	AT3G59080.1	0.40515	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT3G59080.2	0.40515	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT3G59600.1	0.33605	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT3G59690.1	0.3279	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT3G60740.1	0.33335	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G01250.1	0.4282	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G02050.1	0.37125	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G03940.1	0.33605	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G06599.1	0.33875	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G08093.1	0.3428	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G10760.1	0.34555	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT4G15040.1	0.332	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G15140.1	0.92445	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G17900.1	0.3184	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT4G17900.2	0.3184	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT4G18905.1	0.71375	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G18905.2	0.71375	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G21500.1	0.7427	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G22120.5	0.31845	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G22120.6	0.31435	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G23630.1	0.355	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G23700.1	0.3306	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT4G24015.1	0.78225	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G30850.1	0.34555	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G30850.2	0.34555	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT4G30890.1	0.7085	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G30890.2	0.7085	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G30890.3	0.7085	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G33740.1	0.7173	1.90305821455078e-05	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G33740.2	0.7173	1.90305821455078e-05	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT4G34320.1	0.3261	0.00711109419503808	ath-miR_novel_11
AT5G19240.1	AT4G35220.1	0.68045	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G01800.1	0.3889	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G05810.1	0.33875	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G07340.1	0.6453	1.90305821455078e-05	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G07340.2	0.6453	1.90305821455078e-05	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G09410.1	0.34415	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G09410.2	0.34415	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G09410.3	0.34415	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G09900.1	0.35365	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G09900.2	0.35365	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G09900.3	0.35365	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G11760.1	0.30895	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G14420.1	0.6659	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G14420.2	0.6659	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G14420.3	0.6659	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G14420.4	0.6659	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G14530.1	0.76755	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G14580.1	0.33605	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT5G19500.1	0.3496	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G25500.1	0.3279	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G26230.1	0.33875	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G27380.1	0.3374	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G27840.1	0.3198	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G27840.2	0.3198	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G32470.1	0.3913	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT5G37660.1	0.36045	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G37660.2	0.36045	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G38220.3	0.332	0.0106571260014844	ath-miR_novel_68
AT5G19240.1	AT5G39471.1	0.31705	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G41060.1	0.37125	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G41610.1	0.32655	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G41610.2	0.32655	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G43270.2	0.71375	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G43930.1	0.71375	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G43930.2	0.71375	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G43930.3	0.71375	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G43930.4	0.71375	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G44020.1	0.3198	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G45160.1	0.3469	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G45650.1	0.72685	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G46410.1	0.34655	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT5G46410.2	0.34655	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT5G48385.1	0.39005	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT5G49220.1	0.3347	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G51780.1	0.7085	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G58310.1	0.31715	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT5G58830.1	0.77395	1.90305821455078e-05	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G60980.1	0.32355	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT5G60980.2	0.32355	0.00355871886120997	ath-miR_novel_11
AT5G19240.1	AT5G61130.1	0.32385	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G63510.1	0.3428	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G63510.2	0.3428	0.00355871886120997	ath-miR_novel_68
AT5G19240.1	AT5G64090.1	0.7111	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G64760.1	0.3374	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT5G64760.2	0.3374	0.00711109419503808	ath-miR_novel_68
AT5G19240.1	AT5G66160.1	0.79015	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	AT5G66160.2	0.79015	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	ATMG00560.1	0.73485	6.34352738183595e-06	ath-miR_novel_11,ath-miR_novel_68
AT5G19240.1	NCAT5G032757.1	0.3672	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT1G05630.1	0.6504	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G06180.1	0.6314	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G07130.1	0.6585	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G12640.1	0.6721	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G22930.1	0.6802	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G22930.2	0.6802	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G28210.1	0.7073	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G28210.2	0.7073	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G28410.1	0.7669	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G30460.1	0.6775	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G31814.1	0.6938	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G34110.1	0.8103	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT1G35780.1	0.6721	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G43060.1	0.7371	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT1G48610.1	0.6504	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G48610.2	0.6504	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G49470.1	0.645	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G51355.1	0.7317	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT1G55690.2	0.7344	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G55690.3	0.7344	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G56480.1	0.6992	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT1G59740.1	0.645	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G63050.1	0.6721	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G69910.1	0.7642	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G71070.1	0.6667	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G72880.1	0.8049	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT1G73860.1	0.7561	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT1G74510.1	0.645	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT1G74510.2	0.645	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT1G76470.1	0.7317	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G76490.1	0.6233	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT1G78260.1	0.7263	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT1G78260.2	0.7263	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT2G04305.1	0.71	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT2G07715.1	0.7073	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G11240.1	0.7859	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT2G15440.1	0.6748	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G22180.1	0.6585	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G31070.1	0.6748	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G32530.1	0.8049	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G33080.1	0.645	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G34910.1	0.6748	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT2G35000.1	0.7236	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G35620.1	0.6043	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT2G35620.2	0.6043	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT2G36026.1	0.6043	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G36895.1	0.7805	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT2G36895.2	0.7805	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT2G37700.1	0.7859	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT2G37700.2	0.7859	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT2G37760.1	0.6369	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G37760.4	0.6369	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G37760.5	0.6369	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G43950.2	0.7371	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT2G44090.1	0.7182	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT2G44090.2	0.7182	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT2G47320.1	0.6694	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G01100.1	0.6775	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G01100.2	0.6775	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G01630.1	0.6965	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G01750.1	0.6883	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G03750.2	0.7046	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G06380.1	0.6477	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G10470.1	0.664	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G11200.1	0.6504	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G12120.2	0.6911	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G18010.1	0.7453	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G20050.1	0.6856	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT3G20130.1	0.6558	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G20130.2	0.6558	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G21070.1	0.6721	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G21070.2	0.6721	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G21670.1	0.7561	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G22930.1	0.8753	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT3G26720.1	0.6396	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G26720.2	0.6396	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G27170.1	0.6206	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G42800.1	0.7263	0.00889679715302491	ath-miR_novel_68
AT5G19530.1	AT3G45010.1	0.6694	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G46510.1	0.7425	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G46600.1	0.6856	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G46600.2	0.6856	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G46600.3	0.6856	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G51630.2	0.7778	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G51632.1	0.7778	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G52742.1	0.6883	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT3G55840.1	0.7967	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT3G56940.1	0.6369	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G56940.2	0.6369	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G59000.1	0.7019	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G59000.2	0.7019	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G59080.1	0.8103	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G59080.2	0.8103	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G59600.1	0.6721	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT3G59690.1	0.6558	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT3G60740.1	0.6667	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G01250.1	0.8564	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G02050.1	0.7425	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G03940.1	0.6721	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G06599.1	0.6775	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G08093.1	0.6856	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G10760.1	0.6911	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G15040.1	0.664	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G15140.1	0.9512	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G18905.1	0.7344	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G18905.2	0.7344	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G21500.1	0.7642	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G22120.5	0.6369	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G22120.6	0.6287	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G23630.1	0.71	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G23700.1	0.6612	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G24015.1	0.8049	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G30850.1	0.6911	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G30850.2	0.6911	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT4G30890.1	0.729	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G30890.2	0.729	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G30890.3	0.729	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT4G33740.1	0.7236	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT4G33740.2	0.7236	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT4G35220.1	0.6883	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G01800.1	0.7778	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G05810.1	0.6775	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G07340.1	0.664	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT5G07340.2	0.664	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT5G09410.1	0.6883	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G09410.2	0.6883	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G09410.3	0.6883	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G09900.1	0.7073	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G09900.2	0.7073	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G09900.3	0.7073	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G11760.1	0.6179	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G14420.1	0.6694	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G14420.2	0.6694	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G14420.3	0.6694	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G14420.4	0.6694	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G14530.1	0.7832	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G14580.1	0.6721	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G19500.1	0.6992	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G25500.1	0.6558	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G26230.1	0.6775	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G27380.1	0.6748	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G27840.1	0.6396	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G27840.2	0.6396	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G37660.1	0.7209	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G37660.2	0.7209	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G38220.3	0.664	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT5G39471.1	0.6341	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G41060.1	0.7425	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G41610.1	0.6531	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G41610.2	0.6531	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G43270.2	0.7344	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G43930.1	0.7344	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G43930.2	0.7344	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G43930.3	0.7344	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G43930.4	0.7344	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G44020.1	0.6396	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G45160.1	0.6938	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G45650.1	0.7453	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G49220.1	0.6694	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G51780.1	0.729	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G58830.1	0.7832	0.00533807829181494	ath-miR_novel_68
AT5G19530.1	AT5G61130.1	0.6477	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G63510.1	0.6856	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G63510.2	0.6856	0.00177935943060498	ath-miR_novel_68
AT5G19530.1	AT5G64090.1	0.7317	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G64760.1	0.6748	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G64760.2	0.6748	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G66160.1	0.813	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	AT5G66160.2	0.813	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	ATMG00560.1	0.7561	0.00355871886120997	ath-miR_novel_68
AT5G19530.1	NCAT5G032757.1	0.7344	0.00177935943060498	ath-miR_novel_68
AT5G19590.1	AT2G48160.1	0.6787	2.17895386684444e-12	ath-miR854a,ath-miR854b,ath-miR854c,ath-miR854d,ath-miR854e
AT5G19590.1	AT4G15430.1	0.8383	1.30737232010666e-11	ath-miR854a,ath-miR854b,ath-miR854c,ath-miR854d,ath-miR854e
AT5G19590.1	AT4G15430.2	0.8383	1.30737232010666e-11	ath-miR854a,ath-miR854b,ath-miR854c,ath-miR854d,ath-miR854e
AT5G19590.1	AT5G46740.1	0.6702	2.17895386684444e-12	ath-miR854a,ath-miR854b,ath-miR854c,ath-miR854d,ath-miR854e
AT5G19590.1	AT5G53810.1	0.634	2.17895386684444e-12	ath-miR854a,ath-miR854b,ath-miR854c,ath-miR854d,ath-miR854e
AT5G19760.1	AT1G49980.1	0.7453	0.00177935943060498	ath-miR_novel_681
AT5G19760.1	AT5G57290.1	0.7474	0.00177935943060498	ath-miR_novel_681
AT5G19760.1	AT5G57290.2	0.7474	0.00177935943060498	ath-miR_novel_681
AT5G19760.1	AT5G57290.3	0.7474	0.00177935943060498	ath-miR_novel_681
AT5G19900.1	AT1G06720.1	0.7128	0.00177935943060498	ath-miR414
AT5G19900.1	AT1G32750.1	0.6927	0.00177935943060498	ath-miR414
AT5G19900.1	AT1G44900.1	0.665	0.00177935943060498	ath-miR414
AT5G19900.1	AT1G44900.2	0.665	0.00177935943060498	ath-miR414
AT5G19900.1	AT1G59710.1	0.8564	0.00177935943060498	ath-miR414
AT5G19900.1	AT1G64405.1	0.8186	0.00177935943060498	ath-miR414
AT5G19900.1	AT2G11910.1	0.7003	0.00177935943060498	ath-miR414
AT5G19900.1	AT2G11910.2	0.7003	0.00177935943060498	ath-miR414
AT5G19900.1	AT2G22720.1	0.7531	0.00355871886120997	ath-miR414
AT5G19900.1	AT2G22720.2	0.7531	0.00355871886120997	ath-miR414
AT5G19900.1	AT2G22720.3	0.7531	0.00355871886120997	ath-miR414
AT5G19900.1	AT2G46490.1	0.7909	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G02380.1	0.7053	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G09850.1	0.8514	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G23880.1	0.6499	0.00355871886120997	ath-miR414
AT5G19900.1	AT3G24490.1	0.8615	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G27415.1	0.7607	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G48340.1	0.7254	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G49140.1	0.7431	0.00355871886120997	ath-miR414
AT5G19900.1	AT3G50690.1	0.8967	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G56150.1	0.8589	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G56150.2	0.8589	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G60920.1	0.6851	0.00177935943060498	ath-miR414
AT5G19900.1	AT3G61370.1	0.7657	0.00177935943060498	ath-miR414
AT5G19900.1	AT4G01440.1	0.6272	0.00177935943060498	ath-miR414
AT5G19900.1	AT4G14920.1	0.7557	0.00177935943060498	ath-miR414
AT5G19900.1	AT4G17880.1	0.665	0.00177935943060498	ath-miR414
AT5G19900.1	AT4G24610.1	0.7128	0.00177935943060498	ath-miR414
AT5G19900.1	AT4G24610.2	0.7128	0.00177935943060498	ath-miR414
AT5G19900.1	AT5G04460.1	0.6927	0.00177935943060498	ath-miR414
AT5G19900.1	AT5G04460.2	0.6927	0.00177935943060498	ath-miR414
